,Date,o,h,l,c,v
0,2022-07-11 09:15:00,128.0,129.4,127.9,129.05,180012
1,2022-07-11 09:30:00,129.1,130.45,129.05,130.4,339983
2,2022-07-11 09:45:00,130.45,130.45,129.05,129.5,443104
3,2022-07-11 10:00:00,129.5,131.25,129.25,129.9,681285
4,2022-07-11 10:15:00,129.9,130.25,129.25,129.95,715665
5,2022-07-11 10:30:00,130.0,130.0,129.4,129.75,734456
6,2022-07-11 10:45:00,129.75,130.3,129.75,129.95,761228
7,2022-07-11 11:00:00,130.1,130.1,129.55,129.8,792476
8,2022-07-11 11:15:00,129.8,130.1,129.6,129.6,807273
9,2022-07-11 11:30:00,129.7,130.0,129.55,129.75,825266
10,2022-07-11 11:45:00,129.75,130.0,129.55,129.8,835600
11,2022-07-11 12:00:00,129.95,130.1,129.8,130.0,850247
12,2022-07-11 12:15:00,130.0,130.0,129.8,130.0,859448
13,2022-07-11 12:30:00,130.0,130.0,129.65,129.65,868336
14,2022-07-11 12:45:00,129.65,129.9,129.55,129.65,893445
15,2022-07-11 13:00:00,129.75,129.95,129.55,129.65,945337
16,2022-07-11 13:15:00,129.65,129.8,128.9,129.4,999536
17,2022-07-11 13:30:00,129.4,129.65,129.15,129.4,1021213
18,2022-07-11 13:45:00,129.4,129.65,129.35,129.4,1044439
19,2022-07-11 14:00:00,129.4,129.8,129.35,129.45,1072920
20,2022-07-11 14:15:00,129.45,129.75,129.35,129.5,1100951
21,2022-07-11 14:30:00,129.5,129.55,129.2,129.4,1126541
22,2022-07-11 14:45:00,129.4,129.6,129.25,129.3,1151511
23,2022-07-11 15:00:00,129.3,130.5,129.25,130.05,1233186
24,2022-07-11 15:15:00,130.05,131.3,130.05,130.9,1401550
25,2022-07-11 15:30:00,130.6,130.6,130.6,130.6,1403120
26,2022-07-12 09:15:00,129.95,132.8,129.0,131.4,133218
27,2022-07-12 09:30:00,131.65,132.5,131.3,131.65,328601
28,2022-07-12 09:45:00,131.65,132.05,131.05,131.7,427496
29,2022-07-12 10:00:00,131.7,131.7,131.0,131.0,543592
30,2022-07-12 10:15:00,131.0,131.05,130.8,131.0,576137
31,2022-07-12 10:30:00,131.0,131.1,130.8,130.9,607032
32,2022-07-12 10:45:00,130.7,131.0,130.7,130.95,648182
